"URL","ENABLE","TWITTER"
"https://jlaw.netlify.app/category/r/index.xml",1,""
"https://dorukcengiz.netlify.app/category/r/index.xml",1,""
"https://feeds.feedburner.com/rvgherard",1,"https://twitter.com/ValerioGherardi"
"https://urbandatapalette.com/tags/r/index.xml",1,"https://twitter.com/Kenneth_KHW"
"https://www.jhelvy.com/blog.xml",1,"https://twitter.com/JohnHelveston"
"https://www.markhw.com/blog?format=rss",1,""
"https://bensstats.wordpress.com/tag/r/feed/",1,""
"https://hohenfeld.is/tags/r/index.xml",1,""
"https://www.johnmackintosh.net/feed.xml",1,""
"http://pat-s.me/categories/r/index.xml",1,""
"https://www.harsh17.in/blog/index.xml",1,""
"https://numetric.ai/categories/r/index.xml",1,"https://twitter.com/justinwilkins"
"https://data.library.virginia.edu/tag/R/feed/",1,"https://twitter.com/uva_data"
"https://data.library.virginia.edu/tag/R/feed/",0,"https://twitter.com/uva_data"
"https://pablobernabeu.github.io/categories/r/index.xml",1,""
"https://www.getrevue.co/profile/harshbutjust?format=rss",1,"https://twitter.com/harshbutjust"
"https://jmablog.com/tags/r/index.xml",0,"https://twitter.com/jmablog"
"https://oscarbaruffa.com/category/r-programming/feed",1,"https://twitter.com/OscarBaruffa"
"https://blog.r-project.org/index.xml",1,""
"https://dieghernan.github.io/rweekly.xml",1,"https://twitter.com/dhernangomez"
"https://tomsing1.github.io/blog/index.xml",1,"https://twitter.com/thomas_sandmann"
"https://www.sumsar.net/tags/r/index.xml", 1, "https://twitter.com/rabaath"
"https://epiverse-trace.github.io/blog-r%20package.xml",1,""
"https://typethepipe.com/categories/r/index.xml",1,"https://twitter.com/dataChals"
"https://medium.com/feed/@mcodrescu",1,"https://twitter.com/m_codrescu"
"https://matthewrkaye.com/posts-r.xml",1,""
"https://jakubnowosad.com/posts-rstats.xml",1,"https://twitter.com/jakub_nowosad"
"https://nrennie.rbind.io/categories/r/index.xml",1,"https://twitter.com/nrennie35"
"https://www.codingthepast.com/feed_r_weekly.xml",1,"https://twitter.com/bruno_ponne"
"https://www.carlislerainey.com/blog/index-r.xml", 1, "https://twitter.com/carlislerainey"
"https://jonathankitt.netlify.app/blog.xml", 1, "https://twitter.com/KittJonathan"
"https://www.spsanderson.com/steveondata/index.xml",1,""
"https://vusaverse.github.io/docs/blog.xml",1,""
"https://www.remixinstitute.com/tag/rstats/feed",1,"https://twitter.com/remixinstitute"
"https://malco.io/rss/feed.xml",1,"https://twitter.com/malco_barrett"
"https://r-causal.github.io/r-causal-blog/index.xml",1,""
"https://drmowinckels.io/tags/r/index.xml",1,""
"https://rss.beehiiv.com/feeds/Ma00qoTlsO.xml",1,""
"https://www.mm218.dev/blog-r.xml",1,""
"https://jadeynryan.com/blog-r.xml",1,""
"https://emilyriederer.com/tags/rstats/index.xml",1,"https://twitter.com/emilyriederer"
"https://rcarto.github.io/index.xml",1,""
"https://www.appsilon.com/post/rss.xml",1,"https://twitter.com/appsilon"
"https://jakubsob.github.io/rss-r.xml",1,""
"https://mhoehle.github.io/blog/feed.xml",1,"https://twitter.com/m_hoehle"
"https://pablobernabeu.github.io/categories/r/index.xml",1,""
"https://albert-rapp.de/blog.xml",1,"https://twitter.com/rappa753"
"https://ecogambler.netlify.app/blog/index.xml",1,"https://twitter.com/nj_clark"
"https://remlapmot.github.io/tag/r/index.xml",1,""
"https://fromthebottomoftheheap.net/feed-R-no-content.xml",1,"https://twitter.com/ucfagls"
"https://nvietto.rbind.io/blog/index.xml",1,"https://twitter.com/ViettoNicholas"
"https://www.kenkoonwong.com/categories/R/index.xml",1,"https://twitter.com/kenkoonwong"
"https://r-dbi.org/blog/index.xml", 1, ""
"https://rdiscovery.netlify.app/index.xml",1,"https://twitter.com/LettryL"
"https://www.rostrum.blog/index.xml",1, ""
"https://www.brodrigues.co/blog/index.xml",1, ""
"https://feeds.feedburner.com/discindo/blogfeed", 1, https://x.com/podatoci
"https://jchau.org/category/r-bloggers/index.xml", 1, "@joris_chau"
"https://posit.co/feed/", 1, ""
"https://rpahl.github.io/r-some-blog/index.xml", 1, "@romanpahl"
"https://rdatatable-community.github.io/The-Raft/index.xml", 1, ""
